================================================================
  Route 3 (multitask)  GPU=6  TRACK=Track1
  thresholds=3,5,10,15  pos_weight=[0.5,8.0]
  mask_min_pos=5  multitask_mode=ord_bin_ter
  loss_weights=1.0,0.15,0.30,0.05,0.10  phq_warmup=30
  bin_boundary=5  ter_boundaries=5,10
2026-05-15 16:13:10,069 - INFO - Epoch 77/300 [Multitask] | train_loss=0.446067 | parts ord=0.3161 bin=0.0118 ter=0.2558 phq=0.9842 cons=0.0227 | [log1p] ccc=0.1118 rmse=5.1646 mae=3.8602 | [PHQ-9] ccc=0.1118 rmse=5.16 mae=3.86 pred_mean=4.05 pred_std=2.43
2026-05-15 16:13:11,170 - INFO - Epoch 78/300 [Multitask] | train_loss=0.506809 | parts ord=0.3391 bin=0.1525 ter=0.3175 phq=0.9519 cons=0.0200 | [log1p] ccc=0.3261 rmse=4.7632 mae=3.7700 | [PHQ-9] ccc=0.3261 rmse=4.76 mae=3.77 pred_mean=5.29 pred_std=2.92
2026-05-15 16:13:12,350 - INFO - Epoch 79/300 [Multitask] | train_loss=0.428860 | parts ord=0.2811 bin=0.0942 ter=0.3013 phq=0.8415 cons=0.0115 | [log1p] ccc=0.1720 rmse=5.1602 mae=4.0809 | [PHQ-9] ccc=0.1720 rmse=5.16 mae=4.08 pred_mean=4.85 pred_std=2.78
2026-05-15 16:13:13,546 - INFO - Epoch 80/300 [Multitask] | train_loss=0.435040 | parts ord=0.2976 bin=0.0699 ter=0.2755 phq=0.8593 cons=0.0139 | [log1p] ccc=0.0810 rmse=5.3006 mae=3.9223 | [PHQ-9] ccc=0.0810 rmse=5.30 mae=3.92 pred_mean=4.11 pred_std=2.54
2026-05-15 16:13:14,882 - INFO - Epoch 81/300 [Multitask] | train_loss=0.620114 | parts ord=0.3941 bin=0.2750 ter=0.4399 phq=1.0200 cons=0.0174 | [log1p] ccc=0.1929 rmse=5.0165 mae=3.6431 | [PHQ-9] ccc=0.1929 rmse=5.02 mae=3.64 pred_mean=4.22 pred_std=2.66
2026-05-15 16:13:16,151 - INFO - Epoch 82/300 [Multitask] | train_loss=0.468443 | parts ord=0.2865 bin=0.1825 ter=0.3737 phq=0.8008 cons=0.0241 | [log1p] ccc=-0.0803 rmse=5.9505 mae=4.2762 | [PHQ-9] ccc=-0.0803 rmse=5.95 mae=4.28 pred_mean=3.88 pred_std=2.92
2026-05-15 16:13:17,434 - INFO - Epoch 83/300 [Multitask] | train_loss=0.405168 | parts ord=0.2483 bin=0.1264 ter=0.3057 phq=0.8980 cons=0.0129 | [log1p] ccc=0.1858 rmse=5.3489 mae=4.4537 | [PHQ-9] ccc=0.1858 rmse=5.35 mae=4.45 pred_mean=5.41 pred_std=3.13
2026-05-15 16:13:18,750 - INFO - Epoch 84/300 [Multitask] | train_loss=0.452964 | parts ord=0.2802 bin=0.1468 ter=0.3428 phq=0.9224 cons=0.0176 | [log1p] ccc=0.1792 rmse=5.1848 mae=4.0195 | [PHQ-9] ccc=0.1792 rmse=5.18 mae=4.02 pred_mean=4.68 pred_std=2.92
2026-05-15 16:13:20,205 - INFO - Epoch 85/300 [Multitask] | train_loss=0.383897 | parts ord=0.2509 bin=0.0257 ter=0.2615 phq=0.9589 cons=0.0276 | [log1p] ccc=0.0353 rmse=5.5172 mae=3.9921 | [PHQ-9] ccc=0.0353 rmse=5.52 mae=3.99 pred_mean=3.98 pred_std=2.72
2026-05-15 16:13:21,665 - INFO - Epoch 86/300 [Multitask] | train_loss=0.413962 | parts ord=0.2504 bin=0.1358 ter=0.3173 phq=0.9264 cons=0.0165 | [log1p] ccc=0.2314 rmse=4.9539 mae=3.8991 | [PHQ-9] ccc=0.2314 rmse=4.95 mae=3.90 pred_mean=4.90 pred_std=2.73
2026-05-15 16:13:23,152 - INFO - Epoch 87/300 [Multitask] | train_loss=0.453206 | parts ord=0.3187 bin=0.0931 ter=0.2461 phq=0.9118 cons=0.0113 | [log1p] ccc=0.1210 rmse=5.3236 mae=4.1412 | [PHQ-9] ccc=0.1210 rmse=5.32 mae=4.14 pred_mean=4.38 pred_std=2.85
2026-05-15 16:13:24,688 - INFO - Epoch 88/300 [Multitask] | train_loss=0.341905 | parts ord=0.2376 bin=0.0372 ter=0.2017 phq=0.7352 cons=0.0144 | [log1p] ccc=-0.0311 rmse=5.6091 mae=3.8297 | [PHQ-9] ccc=-0.0311 rmse=5.61 mae=3.83 pred_mean=3.61 pred_std=2.44
2026-05-15 16:13:26,248 - INFO - Epoch 89/300 [Multitask] | train_loss=0.439302 | parts ord=0.3111 bin=0.1162 ter=0.1951 phq=1.0015 cons=0.0215 | [log1p] ccc=-0.0550 rmse=5.7845 mae=4.1669 | [PHQ-9] ccc=-0.0550 rmse=5.78 mae=4.17 pred_mean=4.09 pred_std=2.76
2026-05-15 16:13:27,793 - INFO - Epoch 90/300 [Multitask] | train_loss=0.316568 | parts ord=0.1975 bin=0.0488 ter=0.2355 phq=0.7877 cons=0.0173 | [log1p] ccc=-0.0665 rmse=5.9042 mae=4.3666 | [PHQ-9] ccc=-0.0665 rmse=5.90 mae=4.37 pred_mean=4.34 pred_std=2.93
2026-05-15 16:13:29,415 - INFO - Epoch 91/300 [Multitask] | train_loss=0.256476 | parts ord=0.1556 bin=0.0128 ter=0.1988 phq=0.7565 cons=0.0149 | [log1p] ccc=-0.0208 rmse=5.5860 mae=3.8933 | [PHQ-9] ccc=-0.0208 rmse=5.59 mae=3.89 pred_mean=3.95 pred_std=2.52
2026-05-15 16:13:31,147 - INFO - Epoch 92/300 [Multitask] | train_loss=0.284346 | parts ord=0.1867 bin=0.0156 ter=0.1893 phq=0.7453 cons=0.0125 | [log1p] ccc=-0.0569 rmse=5.9420 mae=4.4679 | [PHQ-9] ccc=-0.0569 rmse=5.94 mae=4.47 pred_mean=4.72 pred_std=3.02
2026-05-15 16:13:32,767 - INFO - Epoch 93/300 [Multitask] | train_loss=0.316833 | parts ord=0.2075 bin=0.0469 ter=0.1763 phq=0.9498 cons=0.0193 | [log1p] ccc=-0.0232 rmse=5.6326 mae=3.8920 | [PHQ-9] ccc=-0.0232 rmse=5.63 mae=3.89 pred_mean=3.94 pred_std=2.61
2026-05-15 16:13:34,509 - INFO - Epoch 94/300 [Multitask] | train_loss=0.268049 | parts ord=0.1643 bin=0.0826 ter=0.1691 phq=0.7801 cons=0.0165 | [log1p] ccc=0.0094 rmse=5.5558 mae=3.6697 | [PHQ-9] ccc=0.0094 rmse=5.56 mae=3.67 pred_mean=3.48 pred_std=2.54
2026-05-15 16:13:36,097 - INFO - Epoch 95/300 [Multitask] | train_loss=0.273495 | parts ord=0.1878 bin=0.0387 ter=0.1283 phq=0.7981 cons=0.0146 | [log1p] ccc=-0.0089 rmse=5.5443 mae=3.7564 | [PHQ-9] ccc=-0.0089 rmse=5.54 mae=3.76 pred_mean=3.69 pred_std=2.46
2026-05-15 16:13:37,795 - INFO - Epoch 96/300 [Multitask] | train_loss=0.246296 | parts ord=0.1657 bin=0.0160 ter=0.1264 phq=0.7795 cons=0.0132 | [log1p] ccc=0.0372 rmse=5.1895 mae=3.4251 | [PHQ-9] ccc=0.0372 rmse=5.19 mae=3.43 pred_mean=3.44 pred_std=1.78
2026-05-15 16:13:39,437 - INFO - Epoch 97/300 [Multitask] | train_loss=0.277681 | parts ord=0.1772 bin=0.0818 ter=0.1578 phq=0.7851 cons=0.0160 | [log1p] ccc=-0.0270 rmse=5.5240 mae=3.8596 | [PHQ-9] ccc=-0.0270 rmse=5.52 mae=3.86 pred_mean=4.01 pred_std=2.36
2026-05-15 16:13:41,113 - INFO - Epoch 98/300 [Multitask] | train_loss=0.224955 | parts ord=0.1369 bin=0.0254 ter=0.1549 phq=0.7289 cons=0.0134 | [log1p] ccc=-0.0138 rmse=5.4686 mae=3.7885 | [PHQ-9] ccc=-0.0138 rmse=5.47 mae=3.79 pred_mean=3.99 pred_std=2.31
2026-05-15 16:13:42,845 - INFO - Epoch 99/300 [Multitask] | train_loss=0.227222 | parts ord=0.1318 bin=0.0650 ter=0.1622 phq=0.6954 cons=0.0226 | [log1p] ccc=-0.0055 rmse=5.4202 mae=3.5948 | [PHQ-9] ccc=-0.0055 rmse=5.42 mae=3.59 pred_mean=3.65 pred_std=2.18
2026-05-15 16:13:44,560 - INFO - Epoch 100/300 [Multitask] | train_loss=0.257809 | parts ord=0.1615 bin=0.0449 ter=0.1709 phq=0.7405 cons=0.0129 | [log1p] ccc=-0.0143 rmse=5.5059 mae=3.8787 | [PHQ-9] ccc=-0.0143 rmse=5.51 mae=3.88 pred_mean=4.09 pred_std=2.40
2026-05-15 16:13:46,226 - INFO - Epoch 101/300 [Multitask] | train_loss=0.255405 | parts ord=0.1820 bin=0.0082 ter=0.1151 phq=0.7130 cons=0.0194 | [log1p] ccc=0.0187 rmse=5.4437 mae=3.6520 | [PHQ-9] ccc=0.0187 rmse=5.44 mae=3.65 pred_mean=3.56 pred_std=2.37
2026-05-15 16:13:47,898 - INFO - Epoch 102/300 [Multitask] | train_loss=0.291585 | parts ord=0.2090 bin=0.0193 ter=0.1485 phq=0.6675 cons=0.0180 | [log1p] ccc=-0.0112 rmse=5.4411 mae=3.6471 | [PHQ-9] ccc=-0.0112 rmse=5.44 mae=3.65 pred_mean=3.78 pred_std=2.22
2026-05-15 16:13:47,899 - INFO - Early stopping at epoch 102
2026-05-15 16:13:47,902 - INFO - Best checkpoint: checkpoints/Track1/A-V-G+P/regression/fold_0_route3_multitask/best_model_2026-05-15-16.11.17.pth
2026-05-15 16:13:47,902 - INFO - Validation metrics saved to: logs/Track1/A-V-G+P/regression/fold_0_route3_multitask/train_result_2026-05-15-16.11.17.json

## route3_multitask | Track1 | Fold 1
2026-05-15 16:13:51,188 - INFO - [Ordinal] thresholds=[3.0, 5.0, 10.0, 15.0]  pos_weight=[0.77, 2.29, 6.67, 8.00] (clamp=[0.50,8.00])  active_head_mask=[1.0, 1.0, 1.0, 0.0]  midpoints=['0.93', '3.39', '6.58', '11.50', '18.00']  multitask=ord_bin_ter  train_phq min=0.0 max=20.0 mean=4.22
2026-05-15 16:13:51,189 - INFO - [Multitask] loss_weights (ord,bin,ter,phq,cons)=[1.0, 0.15, 0.3, 0.05, 0.1]  bin_boundary=5.0  ter_boundaries=[5.0, 10.0]  phq_warmup=30
2026-05-15 16:13:51,982 - INFO - Experiment: fold_1_route3_multitask
2026-05-15 16:13:51,982 - INFO - Device: cuda
2026-05-15 16:13:51,982 - INFO - Train/Val: 69 / 18
2026-05-15 16:13:59,050 - INFO - Epoch 1/300 [Multitask] | train_loss=1.360240 | parts ord=0.9231 bin=0.7040 ter=1.0985 phq=0.0000 cons=0.0194 | [log1p] ccc=-0.0008 rmse=6.0809 mae=5.4504 | [PHQ-9] ccc=-0.0008 rmse=6.08 mae=5.45 pred_mean=9.01 pred_std=0.01
2026-05-15 16:14:01,029 - INFO - Epoch 2/300 [Multitask] | train_loss=1.351749 | parts ord=0.9289 bin=0.6857 ter=1.0604 phq=0.0000 cons=0.0181 | [log1p] ccc=-0.0006 rmse=5.9615 mae=5.3424 | [PHQ-9] ccc=-0.0006 rmse=5.96 mae=5.34 pred_mean=8.87 pred_std=0.01
2026-05-15 16:14:02,817 - INFO - Epoch 3/300 [Multitask] | train_loss=1.336797 | parts ord=0.9284 bin=0.6706 ter=1.0206 phq=0.0000 cons=0.0161 | [log1p] ccc=-0.0005 rmse=5.8472 mae=5.2396 | [PHQ-9] ccc=-0.0005 rmse=5.85 mae=5.24 pred_mean=8.74 pred_std=0.01
2026-05-15 16:14:04,695 - INFO - Epoch 4/300 [Multitask] | train_loss=1.325314 | parts ord=0.9368 bin=0.6584 ter=0.9614 phq=0.0000 cons=0.0138 | [log1p] ccc=-0.0005 rmse=5.6536 mae=5.0649 | [PHQ-9] ccc=-0.0005 rmse=5.65 mae=5.06 pred_mean=8.51 pred_std=0.02
2026-05-15 16:14:06,452 - INFO - Epoch 5/300 [Multitask] | train_loss=1.303297 | parts ord=0.9275 bin=0.6574 ter=0.9197 phq=0.0000 cons=0.0129 | [log1p] ccc=-0.0002 rmse=5.4389 mae=4.8678 | [PHQ-9] ccc=-0.0002 rmse=5.44 mae=4.87 pred_mean=8.26 pred_std=0.03
2026-05-15 16:14:08,528 - INFO - Epoch 6/300 [Multitask] | train_loss=1.302669 | parts ord=0.9342 bin=0.6341 ter=0.9071 phq=0.0000 cons=0.0125 | [log1p] ccc=-0.0004 rmse=5.2554 mae=4.6967 | [PHQ-9] ccc=-0.0004 rmse=5.26 mae=4.70 pred_mean=8.04 pred_std=0.03
2026-05-15 16:14:10,492 - INFO - Epoch 7/300 [Multitask] | train_loss=1.314926 | parts ord=0.9585 bin=0.6279 ter=0.8693 phq=0.0000 cons=0.0149 | [log1p] ccc=-0.0005 rmse=5.0537 mae=4.5305 | [PHQ-9] ccc=-0.0005 rmse=5.05 mae=4.53 pred_mean=7.80 pred_std=0.04
2026-05-15 16:14:12,522 - INFO - Epoch 8/300 [Multitask] | train_loss=1.292050 | parts ord=0.9504 bin=0.6151 ter=0.8258 phq=0.0000 cons=0.0165 | [log1p] ccc=-0.0005 rmse=4.9163 mae=4.4171 | [PHQ-9] ccc=-0.0005 rmse=4.92 mae=4.42 pred_mean=7.63 pred_std=0.05
2026-05-15 16:14:14,667 - INFO - Epoch 9/300 [Multitask] | train_loss=1.305716 | parts ord=0.9600 bin=0.6076 ter=0.8422 phq=0.0000 cons=0.0195 | [log1p] ccc=-0.0006 rmse=4.7334 mae=4.2630 | [PHQ-9] ccc=-0.0006 rmse=4.73 mae=4.26 pred_mean=7.40 pred_std=0.06
2026-05-15 16:14:16,646 - INFO - Epoch 10/300 [Multitask] | train_loss=1.335643 | parts ord=0.9720 bin=0.6238 ter=0.8931 phq=0.0000 cons=0.0211 | [log1p] ccc=-0.0006 rmse=4.5874 mae=4.1373 | [PHQ-9] ccc=-0.0006 rmse=4.59 mae=4.14 pred_mean=7.21 pred_std=0.06
2026-05-15 16:14:18,196 - INFO - Epoch 11/300 [Multitask] | train_loss=1.372543 | parts ord=1.0292 bin=0.6230 ter=0.8259 phq=0.0000 cons=0.0210 | [log1p] ccc=-0.0011 rmse=4.3595 mae=3.9617 | [PHQ-9] ccc=-0.0011 rmse=4.36 mae=3.96 pred_mean=6.91 pred_std=0.08
2026-05-15 16:14:19,767 - INFO - Epoch 12/300 [Multitask] | train_loss=1.348654 | parts ord=0.9982 bin=0.6057 ter=0.8571 phq=0.0000 cons=0.0244 | [log1p] ccc=-0.0012 rmse=4.2004 mae=3.8419 | [PHQ-9] ccc=-0.0012 rmse=4.20 mae=3.84 pred_mean=6.69 pred_std=0.08
2026-05-15 16:14:21,337 - INFO - Epoch 13/300 [Multitask] | train_loss=1.380224 | parts ord=1.0343 bin=0.6072 ter=0.8405 phq=0.0000 cons=0.0272 | [log1p] ccc=-0.0014 rmse=4.0838 mae=3.7514 | [PHQ-9] ccc=-0.0014 rmse=4.08 mae=3.75 pred_mean=6.53 pred_std=0.09
2026-05-15 16:14:22,904 - INFO - Epoch 14/300 [Multitask] | train_loss=1.411126 | parts ord=1.0422 bin=0.6521 ter=0.8951 phq=0.0000 cons=0.0257 | [log1p] ccc=-0.0014 rmse=3.8634 mae=3.5718 | [PHQ-9] ccc=-0.0014 rmse=3.86 mae=3.57 pred_mean=6.21 pred_std=0.10
2026-05-15 16:14:24,560 - INFO - Epoch 15/300 [Multitask] | train_loss=1.388326 | parts ord=1.0267 bin=0.6592 ter=0.8668 phq=0.0000 cons=0.0267 | [log1p] ccc=-0.0012 rmse=3.8081 mae=3.5241 | [PHQ-9] ccc=-0.0012 rmse=3.81 mae=3.52 pred_mean=6.12 pred_std=0.11
2026-05-15 16:14:26,129 - INFO - Epoch 16/300 [Multitask] | train_loss=1.438425 | parts ord=1.0561 bin=0.6234 ter=0.9546 phq=0.0000 cons=0.0246 | [log1p] ccc=-0.0007 rmse=3.7510 mae=3.4737 | [PHQ-9] ccc=-0.0007 rmse=3.75 mae=3.47 pred_mean=6.03 pred_std=0.11
2026-05-15 16:14:27,658 - INFO - Epoch 17/300 [Multitask] | train_loss=1.417614 | parts ord=1.0458 bin=0.6467 ter=0.9072 phq=0.0000 cons=0.0267 | [log1p] ccc=-0.0001 rmse=3.5923 mae=3.3289 | [PHQ-9] ccc=-0.0001 rmse=3.59 mae=3.33 pred_mean=5.77 pred_std=0.12
2026-05-15 16:14:29,261 - INFO - Epoch 18/300 [Multitask] | train_loss=1.480949 | parts ord=1.1081 bin=0.6522 ter=0.9085 phq=0.0000 cons=0.0247 | [log1p] ccc=0.0005 rmse=3.4906 mae=3.2290 | [PHQ-9] ccc=0.0005 rmse=3.49 mae=3.23 pred_mean=5.60 pred_std=0.12
2026-05-15 16:14:30,959 - INFO - Epoch 19/300 [Multitask] | train_loss=1.420478 | parts ord=1.0578 bin=0.6363 ter=0.8824 phq=0.0000 cons=0.0254 | [log1p] ccc=0.0004 rmse=3.4580 mae=3.1947 | [PHQ-9] ccc=0.0004 rmse=3.46 mae=3.19 pred_mean=5.54 pred_std=0.13
2026-05-15 16:14:32,605 - INFO - Epoch 20/300 [Multitask] | train_loss=1.451512 | parts ord=1.0685 bin=0.6918 ter=0.9227 phq=0.0000 cons=0.0240 | [log1p] ccc=0.0004 rmse=3.3418 mae=3.0688 | [PHQ-9] ccc=0.0004 rmse=3.34 mae=3.07 pred_mean=5.31 pred_std=0.14
2026-05-15 16:14:34,308 - INFO - Epoch 21/300 [Multitask] | train_loss=1.502799 | parts ord=1.1243 bin=0.6750 ter=0.9178 phq=0.0000 cons=0.0193 | [log1p] ccc=0.0011 rmse=3.2955 mae=3.0143 | [PHQ-9] ccc=0.0011 rmse=3.30 mae=3.01 pred_mean=5.22 pred_std=0.14
2026-05-15 16:14:35,965 - INFO - Epoch 22/300 [Multitask] | train_loss=1.518544 | parts ord=1.1001 bin=0.6681 ter=1.0532 phq=0.0000 cons=0.0223 | [log1p] ccc=0.0020 rmse=3.1792 mae=2.8724 | [PHQ-9] ccc=0.0020 rmse=3.18 mae=2.87 pred_mean=4.96 pred_std=0.15
2026-05-15 16:14:37,656 - INFO - Epoch 23/300 [Multitask] | train_loss=1.530784 | parts ord=1.1522 bin=0.7049 ter=0.9029 phq=0.0000 cons=0.0198 | [log1p] ccc=0.0027 rmse=3.1473 mae=2.8358 | [PHQ-9] ccc=0.0027 rmse=3.15 mae=2.84 pred_mean=4.88 pred_std=0.16
2026-05-15 16:14:39,010 - INFO - Epoch 24/300 [Multitask] | train_loss=1.586955 | parts ord=1.1830 bin=0.6578 ter=1.0114 phq=0.0000 cons=0.0185 | [log1p] ccc=0.0034 rmse=3.1618 mae=2.8519 | [PHQ-9] ccc=0.0034 rmse=3.16 mae=2.85 pred_mean=4.92 pred_std=0.16
2026-05-15 16:14:39,983 - INFO - Epoch 25/300 [Multitask] | train_loss=1.481897 | parts ord=1.0985 bin=0.6963 ter=0.9237 phq=0.0000 cons=0.0186 | [log1p] ccc=0.0048 rmse=3.1346 mae=2.8206 | [PHQ-9] ccc=0.0048 rmse=3.13 mae=2.82 pred_mean=4.85 pred_std=0.17
2026-05-15 16:14:41,140 - INFO - Epoch 26/300 [Multitask] | train_loss=1.529413 | parts ord=1.1165 bin=0.7302 ter=1.0044 phq=0.0000 cons=0.0210 | [log1p] ccc=0.0056 rmse=3.1079 mae=2.7861 | [PHQ-9] ccc=0.0056 rmse=3.11 mae=2.79 pred_mean=4.78 pred_std=0.18
2026-05-15 16:14:42,031 - INFO - Epoch 27/300 [Multitask] | train_loss=1.519282 | parts ord=1.1310 bin=0.7016 ter=0.9378 phq=0.0000 cons=0.0175 | [log1p] ccc=0.0078 rmse=3.0836 mae=2.7550 | [PHQ-9] ccc=0.0078 rmse=3.08 mae=2.75 pred_mean=4.72 pred_std=0.19
2026-05-15 16:14:43,177 - INFO - Epoch 28/300 [Multitask] | train_loss=1.561012 | parts ord=1.1780 bin=0.7174 ter=0.9130 phq=0.0000 cons=0.0152 | [log1p] ccc=0.0107 rmse=3.0669 mae=2.7328 | [PHQ-9] ccc=0.0107 rmse=3.07 mae=2.73 pred_mean=4.68 pred_std=0.20
2026-05-15 16:14:44,459 - INFO - Epoch 29/300 [Multitask] | train_loss=1.447065 | parts ord=1.0640 bin=0.6688 ter=0.9370 phq=0.0000 cons=0.0159 | [log1p] ccc=0.0117 rmse=3.0567 mae=2.7180 | [PHQ-9] ccc=0.0117 rmse=3.06 mae=2.72 pred_mean=4.65 pred_std=0.21
2026-05-15 16:14:45,982 - INFO - Epoch 30/300 [Multitask] | train_loss=1.679971 | parts ord=1.1597 bin=0.6571 ter=0.9341 phq=2.8027 cons=0.0138 | [log1p] ccc=0.0110 rmse=3.0453 mae=2.6979 | [PHQ-9] ccc=0.0110 rmse=3.05 mae=2.70 pred_mean=4.61 pred_std=0.23
2026-05-15 16:14:47,387 - INFO - Epoch 31/300 [Multitask] | train_loss=1.668242 | parts ord=1.1648 bin=0.6606 ter=0.8925 phq=2.7038 cons=0.0140 | [log1p] ccc=0.0127 rmse=3.0150 mae=2.6479 | [PHQ-9] ccc=0.0127 rmse=3.01 mae=2.65 pred_mean=4.50 pred_std=0.25
2026-05-15 16:14:48,624 - INFO - Epoch 32/300 [Multitask] | train_loss=1.648418 | parts ord=1.1240 bin=0.6098 ter=0.9856 phq=2.7087 cons=0.0181 | [log1p] ccc=0.0183 rmse=2.9595 mae=2.5519 | [PHQ-9] ccc=0.0183 rmse=2.96 mae=2.55 pred_mean=4.30 pred_std=0.27
2026-05-15 16:14:50,075 - INFO - Epoch 33/300 [Multitask] | train_loss=1.651229 | parts ord=1.1406 bin=0.6630 ter=0.9261 phq=2.6395 cons=0.0141 | [log1p] ccc=0.0177 rmse=2.9592 mae=2.5439 | [PHQ-9] ccc=0.0177 rmse=2.96 mae=2.54 pred_mean=4.29 pred_std=0.29
2026-05-15 16:14:51,663 - INFO - Epoch 34/300 [Multitask] | train_loss=1.667050 | parts ord=1.1732 bin=0.6479 ter=0.8791 phq=2.6294 cons=0.0150 | [log1p] ccc=0.0199 rmse=2.9781 mae=2.5752 | [PHQ-9] ccc=0.0199 rmse=2.98 mae=2.58 pred_mean=4.38 pred_std=0.32
2026-05-15 16:14:53,127 - INFO - Epoch 35/300 [Multitask] | train_loss=1.643461 | parts ord=1.1612 bin=0.6480 ter=0.8439 phq=2.6107 cons=0.0139 | [log1p] ccc=0.0204 rmse=2.9396 mae=2.4964 | [PHQ-9] ccc=0.0204 rmse=2.94 mae=2.50 pred_mean=4.17 pred_std=0.35
2026-05-15 16:14:54,604 - INFO - Epoch 36/300 [Multitask] | train_loss=1.668632 | parts ord=1.1683 bin=0.6741 ter=0.9129 phq=2.4791 cons=0.0143 | [log1p] ccc=0.0165 rmse=2.9557 mae=2.5088 | [PHQ-9] ccc=0.0165 rmse=2.96 mae=2.51 pred_mean=4.20 pred_std=0.39
2026-05-15 16:14:56,256 - INFO - Epoch 37/300 [Multitask] | train_loss=1.518987 | parts ord=1.0664 bin=0.5993 ter=0.8209 phq=2.3100 cons=0.0096 | [log1p] ccc=0.0242 rmse=2.9397 mae=2.4795 | [PHQ-9] ccc=0.0242 rmse=2.94 mae=2.48 pred_mean=4.13 pred_std=0.44
2026-05-15 16:14:57,893 - INFO - Epoch 38/300 [Multitask] | train_loss=1.545577 | parts ord=1.0830 bin=0.5552 ter=0.8581 phq=2.4135 cons=0.0115 | [log1p] ccc=0.0264 rmse=2.9695 mae=2.5233 | [PHQ-9] ccc=0.0264 rmse=2.97 mae=2.52 pred_mean=4.26 pred_std=0.51
2026-05-15 16:14:59,463 - INFO - Epoch 39/300 [Multitask] | train_loss=1.472212 | parts ord=1.0385 bin=0.5447 ter=0.7833 phq=2.3173 cons=0.0111 | [log1p] ccc=0.0354 rmse=2.9692 mae=2.5205 | [PHQ-9] ccc=0.0354 rmse=2.97 mae=2.52 pred_mean=4.25 pred_std=0.59
2026-05-15 16:15:00,991 - INFO - Epoch 40/300 [Multitask] | train_loss=1.424993 | parts ord=1.0089 bin=0.5695 ter=0.7263 phq=2.2349 cons=0.0108 | [log1p] ccc=0.0292 rmse=2.9839 mae=2.5115 | [PHQ-9] ccc=0.0292 rmse=2.98 mae=2.51 pred_mean=4.19 pred_std=0.67
2026-05-15 16:15:02,663 - INFO - Epoch 41/300 [Multitask] | train_loss=1.281276 | parts ord=0.9085 bin=0.4628 ter=0.6791 phq=1.9714 cons=0.0109 | [log1p] ccc=0.0421 rmse=2.9501 mae=2.4374 | [PHQ-9] ccc=0.0421 rmse=2.95 mae=2.44 pred_mean=4.02 pred_std=0.72
2026-05-15 16:15:04,381 - INFO - Epoch 42/300 [Multitask] | train_loss=1.240334 | parts ord=0.8832 bin=0.4687 ter=0.6437 phq=1.8545 cons=0.0096 | [log1p] ccc=0.0376 rmse=3.0261 mae=2.5209 | [PHQ-9] ccc=0.0376 rmse=3.03 mae=2.52 pred_mean=4.17 pred_std=0.90
2026-05-15 16:15:06,151 - INFO - Epoch 43/300 [Multitask] | train_loss=1.190629 | parts ord=0.8626 bin=0.3774 ter=0.5978 phq=1.8218 cons=0.0097 | [log1p] ccc=0.0654 rmse=3.0506 mae=2.5586 | [PHQ-9] ccc=0.0654 rmse=3.05 mae=2.56 pred_mean=4.23 pred_std=1.09
2026-05-15 16:15:07,794 - INFO - Epoch 44/300 [Multitask] | train_loss=1.140808 | parts ord=0.8358 bin=0.3468 ter=0.5479 phq=1.7534 cons=0.0096 | [log1p] ccc=0.0416 rmse=3.1907 mae=2.7038 | [PHQ-9] ccc=0.0416 rmse=3.19 mae=2.70 pred_mean=4.35 pred_std=1.31
2026-05-15 16:15:09,483 - INFO - Epoch 45/300 [Multitask] | train_loss=1.047758 | parts ord=0.7656 bin=0.2977 ter=0.5070 phq=1.6881 cons=0.0095 | [log1p] ccc=0.0660 rmse=3.1232 mae=2.5286 | [PHQ-9] ccc=0.0660 rmse=3.12 mae=2.53 pred_mean=4.02 pred_std=1.37
2026-05-15 16:15:11,245 - INFO - Epoch 46/300 [Multitask] | train_loss=0.901004 | parts ord=0.6620 bin=0.2472 ter=0.4212 phq=1.4963 cons=0.0079 | [log1p] ccc=0.0676 rmse=3.5674 mae=3.0303 | [PHQ-9] ccc=0.0676 rmse=3.57 mae=3.03 pred_mean=4.83 pred_std=1.96
2026-05-15 16:15:12,995 - INFO - Epoch 47/300 [Multitask] | train_loss=0.870908 | parts ord=0.6519 bin=0.2032 ter=0.3696 phq=1.5336 cons=0.0096 | [log1p] ccc=0.0255 rmse=3.8903 mae=3.2417 | [PHQ-9] ccc=0.0255 rmse=3.89 mae=3.24 pred_mean=4.97 pred_std=2.32
2026-05-15 16:15:14,724 - INFO - Epoch 48/300 [Multitask] | train_loss=0.789171 | parts ord=0.5873 bin=0.1669 ter=0.3446 phq=1.4451 cons=0.0121 | [log1p] ccc=0.1374 rmse=3.1979 mae=2.4170 | [PHQ-9] ccc=0.1374 rmse=3.20 mae=2.42 pred_mean=3.77 pred_std=1.84
2026-05-15 16:15:16,412 - INFO - Epoch 49/300 [Multitask] | train_loss=0.752393 | parts ord=0.5699 bin=0.1340 ter=0.3082 phq=1.3744 cons=0.0121 | [log1p] ccc=0.0675 rmse=3.4453 mae=2.5840 | [PHQ-9] ccc=0.0675 rmse=3.45 mae=2.58 pred_mean=3.73 pred_std=2.07
2026-05-15 16:15:18,046 - INFO - Epoch 50/300 [Multitask] | train_loss=0.741018 | parts ord=0.5589 bin=0.1023 ter=0.3001 phq=1.5055 cons=0.0149 | [log1p] ccc=0.0940 rmse=3.5049 mae=2.5632 | [PHQ-9] ccc=0.0940 rmse=3.50 mae=2.56 pred_mean=3.72 pred_std=2.26
